"委員会","","ふりがな"
"議会運営委員会","03_常任","ぎかいうんえいいいんかい"
"保健福祉委員会","03_常任","ほけんふくしいいんかい"
"政務活動費交付額等審査会","05_その他","せいむかつどうひこうふひたいなどしんさかい"
"区民集会運営協議会","05_その他","くみんしゅうかいうんえいきょうぎかい"
"定例会","05_その他","ていれいかい"
"企画総務委員会","03_常任","きかくそうむいいんかい"
"地域文教委員会","03_常任","ちいきぶんきょういいんかい"
"公共施設調査・整備特別委員会","04_特別","こうきょうしせつちょうさ・せいびとくべついいんかい"
"議会のあり方調査検討特別委員会","04_特別","ぎかいのありほうちょうさけんとうとくべついいんかい"
"環境・まちづくり特別委員会","04_特別","かんきょう・まちづくりとくべついいんかい"
"災害対策・危機管理特別委員会","04_特別","さいがいたいさく・ききかんりとくべついいんかい"
"予算特別委員会","02_予算/決算","よさんとくべついいんかい"
"予算特別委員会企画総務分科会","02_予算/決算","よさんとくべついいんかいきかくそうむぶんかかい"
"予算特別委員会地域文教分科会","02_予算/決算","よさんとくべついいんかいちいきぶんきょうぶんかかい"
"予算特別委員会保健福祉分科会","02_予算/決算","よさんとくべついいんかいほけんふくしぶんかかい"
"全員協議会","05_その他","ぜんいんきょうぎかい"
"臨時会","05_その他","りんじかい"
"予算・決算特別委員会","02_予算/決算","よさん・けっさんとくべついいんかい"
"予算・決算特別委員会地域文教分科会","02_予算/決算","よさん・けっさんとくべついいんかいちいきぶんきょうぶんかかい"
"予算・決算特別委員会保健福祉分科会","02_予算/決算","よさん・けっさんとくべついいんかいほけんふくしぶんかかい"
"予算・決算特別委員会企画総務分科会","02_予算/決算","よさん・けっさんとくべついいんかいきかくそうむぶんかかい"
"オリンピック・パラリンピック対策特別委員会","04_特別","おりんぴっく・ぱらりんぴっくたいさくとくべついいんかい"
"景観・まちづくり特別委員会","04_特別","けいかん・まちづくりとくべついいんかい"
"災害時要配慮者等対策特別委員会","04_特別","さいがいじようはいりょものなどたいさくとくべついいんかい"
"文化財保存・活用特別委員会","04_特別","ぶんかざいほぞん・かつようとくべついいんかい"
"決算特別委員会","02_予算/決算","けっさんとくべついいんかい"
"決算特別委員会企画総務分科会","02_予算/決算","けっさんとくべついいんかいきかくそうむぶんかかい"
"決算特別委員会地域文教分科会","02_予算/決算","けっさんとくべついいんかいちいきぶんきょうぶんかかい"
"決算特別委員会保健福祉分科会","02_予算/決算","けっさんとくべついいんかいほけんふくしぶんかかい"
"地域保健福祉委員会","03_常任","ちいきほけんふくしいいんかい"
"子育て文教委員会","03_常任","こそだてぶんきょういいんかい"
"福祉施設整備特別委員会","04_特別","ふくししせつせいびとくべついいんかい"
"都市基盤整備特別委員会","04_特別","としきばんせいびとくべついいんかい"
"議会のあり方に関する調査特別委員会","04_特別","ぎかいのありほうにかんするちょうさとくべついいんかい"
"予算特別委員会子育て文教分科会","02_予算/決算","よさんとくべついいんかいこそだてぶんきょうぶんかかい"
"予算特別委員会地域保健福祉分科会","02_予算/決算","よさんとくべついいんかいちいきほけんふくしぶんかかい"
"三常任連合審査会","05_その他","さんじょうにんれんごうしんさかい"
"決算特別委員会子育て文教分科会","02_予算/決算","けっさんとくべついいんかいこそだてぶんきょうぶんかかい"
"決算特別委員会地域保健福祉分科会","02_予算/決算","けっさんとくべついいんかいちいきほけんふくしぶんかかい"
"企画総務委員会・子育て文教委員会連合審査会","05_その他","きかくそうむいいんかい・こそだてぶんきょういいんかいれんごうしんさかい"
"予算・決算特別委員会子育て文教分科会","02_予算/決算","よさん・けっさんとくべついいんかいこそだてぶんきょうぶんかかい"
"予算・決算特別委員会地域保健福祉分科会","02_予算/決算","よさん・けっさんとくべついいんかいちいきほけんふくしぶんかかい"
"公共施設整備特別委員会","04_特別","こうきょうしせつせいびとくべついいんかい"
"マンションと地域コミュニティ活性化特別委員会","04_特別","まんしょんとちいきこみゅにてぃかっせいかとくべついいんかい"
"お茶の水小学校・幼稚園の改築と周辺地域の整備特別委員会","04_特別","おちゃのみずしょうがっこう・ようちえんのかいちくとしゅうへんちいきのせいびとくべついいんかい"
"生活福祉委員会","03_常任","せいかつふくしいいんかい"
"環境文教委員会","03_常任","かんきょうぶんきょういいんかい"
"駅及び駅周辺環境整備特別委員会","04_特別","えきおよびえきしゅうへんかんきょうせいびとくべついいんかい"
"商工観光施策特別委員会","04_特別","しょうこうかんこうしさくとくべついいんかい"
"予算特別委員会環境文教分科会","02_予算/決算","よさんとくべついいんかいかんきょうぶんきょうぶんかかい"
"予算特別委員会生活福祉分科会","02_予算/決算","よさんとくべついいんかいせいかつふくしぶんかかい"
"決算特別委員会環境文教分科会","02_予算/決算","けっさんとくべついいんかいかんきょうぶんきょうぶんかかい"
"決算特別委員会生活福祉分科会","02_予算/決算","けっさんとくべついいんかいせいかつふくしぶんかかい"
"（仮称）高齢者総合サポートセンター調査特別委員会","04_特別","（かしょう）こうれいしゃそうごうさぽーとせんたーちょうさとくべついいんかい"
"災害対策特別委員会","04_特別","さいがいたいさくとくべついいんかい"
"懲罰特別委員会","04_特別","ちょうばつとくべついいんかい"
"予算・決算特別委員会環境文教分科会","02_予算/決算","よさん・けっさんとくべついいんかいかんきょうぶんきょうぶんかかい"
"予算・決算特別委員会生活福祉分科会","02_予算/決算","よさん・けっさんとくべついいんかいせいかつふくしぶんかかい"
"政務調査研究費交付額等審査会","05_その他","せいむちょうさけんきゅうひこうふひたいなどしんさかい"
"旧庁舎跡地の活用に関する特別委員会","04_特別","きゅうちょうしゃあとちのかつようにかんするとくべついいんかい"
